 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0
           8       4 1   6 5         7     2           3                                                                                                         4.31 2093 2093 0 2064 [0.48, 0.65, 0.74, 0.48, 0.54, 0.52, 0.59, 0.31]
     8         5       6   1         2         7 3         4                                                                                                     4.21 2076 2076 0 2061 [0.52, 0.56, 0.68, 0.74, 0.41, 0.48, 0.67, 0.16]
             8     6   5 1       4     2                         7     3                                                                                         4.262 2065 2065 0 2040 [0.48, 0.56, 0.75, 0.54, 0.46, 0.44, 0.74, 0.3]
 2           6                 1 8     4                           5         7                                                                               3   4.394 2048 2048 0 1984 [0.5, 0.11, 0.98, 0.54, 0.72, 0.28, 0.76, 0.51]
   2     6       7           1               8                               4                       5                                               3           4.348 2046 2046 0 1998 [0.5, 0.11, 0.95, 0.76, 0.82, 0.21, 0.4, 0.6]
                 2   6     4 8     1   7                                       5                               3                                                 4.361 2039 2039 0 2000 [0.51, 0.4, 0.83, 0.46, 0.75, 0.4, 0.52, 0.49]
               6   2 7           1   8                         5         3                     4                                                                 4.36 2035 2035 0 1998 [0.49, 0.4, 0.72, 0.8, 0.7, 0.35, 0.4, 0.51]
         4             7 2         8   1             5                     6                                                               3                     4.346 2031 2031 0 1989 [0.51, 0.44, 0.9, 0.2, 0.65, 0.74, 0.41, 0.49]
                           2 4   7   1           5 8       6 3                                                                                                   4.447 2022 2022 0 1982 [0.49, 0.44, 0.68, 0.46, 0.61, 0.67, 0.48, 0.62]
           4       7 2                     1                   8                         3 6   5                                                                 4.349 2001 2001 0 1968 [0.52, 0.35, 0.74, 0.21, 0.76, 0.76, 0.35, 0.66]
           3           2                 1   5   6         7       8                                                                               4             4.267 1985 1985 0 1951 [0.48, 0.35, 0.19, 0.91, 0.51, 0.56, 0.63, 0.64]
     3                         8           5   1     6                 4 2                                 7                                                     4.153 1977 1977 0 1974 [0.53, 0.65, 0.1, 0.64, 0.49, 0.58, 0.77, 0.4]
                 3       7                   1         8 6                 2                 4             5                                                     4.328 1954 1954 0 1924 [0.47, 0.64, 0.29, 0.71, 0.74, 0.58, 0.33, 0.57]
                         3             5   6       1         2       8               4                       7                                                   4.225 1944 1944 0 1923 [0.51, 0.57, 0.32, 0.66, 0.39, 0.44, 0.74, 0.59]
                     5                 8         1           7 2 4                   3             6                                                             4.184 1936 1936 0 1920 [0.49, 0.57, 0.65, 0.57, 0.27, 0.69, 0.56, 0.38]
       4                             5       6         1                       8         2                     7                   3                             4.149 1923 1923 0 1920 [0.52, 0.65, 0.79, 0.09, 0.35, 0.42, 0.72, 0.61]
                       3                       8     1   7   6                             2     4                   5                                           4.233 1907 1907 0 1886 [0.48, 0.65, 0.26, 0.66, 0.73, 0.52, 0.51, 0.43]
                                               6       7   1 8   2         4               5 3                                                                   4.26 1897 1897 0 1874 [0.5, 0.52, 0.64, 0.56, 0.63, 0.42, 0.49, 0.51]
                         4             6   7             1       8 2                                             5 3                                             3.911 1896 1896 0 1904 [0.5, 0.52, 0.72, 0.26, 0.7, 0.33, 0.37, 0.51]
                                       3         2 7   6 8     1                                                               5 4                               4.187 1893 1893 0 1873 [0.51, 0.43, 0.32, 0.76, 0.76, 0.48, 0.44, 0.49]
                                   5     8         2         1   6   7                                           4             3                                 4.036 1889 1889 0 1884 [0.49, 0.43, 0.75, 0.69, 0.3, 0.5, 0.51, 0.34]
                           7                       4     2 8   6   1 5                                                     3                                     3.888 1886 1886 0 1896 [0.5, 0.48, 0.72, 0.43, 0.51, 0.5, 0.26, 0.49]
                             5             8               2     1   4   7                             3                 6                                       4.008 1885 1885 0 1884 [0.5, 0.48, 0.64, 0.51, 0.28, 0.71, 0.52, 0.36]
                                                 8             7 5 4   1     2   6     3                                                                         4.069 1880 1880 0 1874 [0.5, 0.55, 0.58, 0.49, 0.49, 0.56, 0.49, 0.41]
                           3                 4                       1   8     2             6         7                   5                                     4.124 1878 1878 0 1868 [0.5, 0.55, 0.25, 0.36, 0.71, 0.61, 0.63, 0.51]
                                   3         2                     7   8   1       4     6                                                       5               4.102 1871 1871 0 1857 [0.53, 0.35, 0.28, 0.55, 0.84, 0.58, 0.48, 0.49]
                                     6         2         4               1         7 8                   5                                         3             4.027 1852 1852 0 1846 [0.47, 0.36, 0.83, 0.44, 0.6, 0.26, 0.53, 0.53]
                             7 4                                     2         1             8   3           6                         5                         3.94 1848 1848 0 1856 [0.5, 0.45, 0.58, 0.24, 0.73, 0.62, 0.24, 0.57]
                                 5                   8                 2     1   7                 3 6                       4                                   3.953 1846 1846 0 1852 [0.5, 0.45, 0.58, 0.69, 0.25, 0.58, 0.52, 0.39]
                   3                                                 6         7   1   8                     2             4       5                             4.066 1835 1835 0 1833 [0.5, 0.6, 0.17, 0.66, 0.7, 0.44, 0.48, 0.51]
       3                                                                 4 7     1                   8         2 6               5                               3.95 1833 1833 0 1860 [0.5, 0.6, 0.05, 0.45, 0.69, 0.62, 0.47, 0.57]
                                                 4 3                       8           1 7       2             5             6                                   3.979 1828 1828 0 1830 [0.5, 0.55, 0.35, 0.34, 0.6, 0.66, 0.51, 0.47]
                 5                                                   3           8   1             2     7             6             4                           4.03 1827 1827 0 1829 [0.5, 0.55, 0.42, 0.7, 0.16, 0.64, 0.57, 0.49]
                                         3           2                   6           7     1     8 5                                                     4       4.023 1818 1818 0 1804 [0.52, 0.35, 0.26, 0.91, 0.54, 0.42, 0.49, 0.53]
                                         6             2 5                               1         7   8             4                           3               3.87 1803 1803 0 1814 [0.48, 0.35, 0.78, 0.6, 0.37, 0.24, 0.51, 0.53]
                                               4         3             6     8                 1     2             7                     5                       3.8 1800 1800 0 1818 [0.51, 0.52, 0.36, 0.29, 0.7, 0.39, 0.6, 0.43]
                                   4     5                                                   1         2 8             3       7           6                     3.923 1796 1796 0 1808 [0.49, 0.52, 0.6, 0.2, 0.24, 0.71, 0.64, 0.53]
                                                       4                     3       2   8         1 7             5 6                                           3.868 1794 1794 0 1806 [0.5, 0.45, 0.42, 0.34, 0.59, 0.59, 0.51, 0.47]
                                                   6                           3       2 5 7     1                   8                   4                       3.909 1793 1793 0 1801 [0.5, 0.45, 0.42, 0.69, 0.46, 0.31, 0.49, 0.59]
                               5                                               6   8         2   7     1                 3                     4                 3.819 1787 1787 0 1806 [0.51, 0.48, 0.59, 0.72, 0.18, 0.42, 0.49, 0.43]
                                                                   3   7                   8   2     1   6         4   5                                         3.828 1783 1783 0 1798 [0.49, 0.48, 0.36, 0.57, 0.58, 0.51, 0.37, 0.47]
   3                                                                       5           7       8       6   1                           4                 2       3.87 1778 1778 0 1816 [0.51, 0.89, 0.03, 0.65, 0.4, 0.49, 0.43, 0.47]
     4                                       7 5                                                         1               8           6         3           2     3.775 1768 1768 0 1814 [0.49, 0.89, 0.7, 0.03, 0.26, 0.62, 0.23, 0.56]
         3                                       7                           6   2                             1                           8   5           4     3.84 1763 1763 0 1791 [0.5, 0.4, 0.05, 0.89, 0.69, 0.38, 0.26, 0.67]
                                 3                   7                             2 5                       1                 8           4 6                   3.698 1761 1761 0 1793 [0.5, 0.4, 0.17, 0.67, 0.4, 0.69, 0.28, 0.59]
                                                           5   4                   6                                 1 8   7 2       3                           3.728 1748 1748 0 1774 [0.52, 0.56, 0.6, 0.31, 0.3, 0.38, 0.54, 0.53]
                                                           3                                 7   5     4               1 2         8           6                 3.764 1733 1733 0 1755 [0.51, 0.51, 0.28, 0.43, 0.41, 0.65, 0.4, 0.56]
                                                       5                                   4     6 8             1             2     7 3                         3.694 1733 1733 0 1761 [0.48, 0.55, 0.59, 0.4, 0.27, 0.41, 0.58, 0.41]
                                                                                       6       3       5         8 1     4 2 7                                   3.69 1728 1728 0 1755 [0.49, 0.51, 0.4, 0.5, 0.42, 0.36, 0.53, 0.47]
                                                                   6                                 3     8       2   4   1 5     7                             3.712 1726 1726 0 1752 [0.51, 0.49, 0.41, 0.5, 0.52, 0.29, 0.55, 0.44]
                                                                 3     5         4                               7     2 1       8                 6             3.594 1721 1721 0 1758 [0.49, 0.49, 0.28, 0.34, 0.29, 0.7, 0.46, 0.54]
                                                                               4     6                           2     7 5     1     8   3                       3.686 1709 1709 0 1738 [0.52, 0.44, 0.58, 0.31, 0.48, 0.34, 0.47, 0.54]
                                                             5 3                               7               8     2       1     6                           4 3.534 1695 1695 0 1734 [0.48, 0.45, 0.25, 0.85, 0.24, 0.51, 0.36, 0.41]
                     3                                       4                     5                                       8       1   7         2     6         3.545 1691 1691 0 1747 [0.5, 0.66, 0.08, 0.24, 0.31, 0.77, 0.53, 0.46]
                                                     3                           5                                 8     7     6 1           4     2             3.621 1688 1688 0 1725 [0.5, 0.66, 0.21, 0.59, 0.3, 0.49, 0.45, 0.44]
                                                                                       4                   6     3   7       8         1 2   5                   3.598 1680 1680 0 1716 [0.51, 0.54, 0.4, 0.3, 0.58, 0.38, 0.42, 0.46]
                                                                             5                           4           3           7   1   6 2         8           3.759 1671 1671 0 1693 [0.49, 0.54, 0.41, 0.35, 0.27, 0.53, 0.47, 0.7]
                                                                                             5     4                         3       2 6   1 8 7                 3.535 1650 1650 0 1692 [0.51, 0.46, 0.42, 0.31, 0.3, 0.47, 0.54, 0.54]
                                     3                                                         6             8 4                       2 1             5       7 3.512 1641 1641 0 1694 [0.49, 0.46, 0.1, 0.33, 0.72, 0.29, 0.8, 0.33]
               3                                                                                               6                   4 5   8     1 7           2   3.504 1624 1624 0 1690 [0.5, 0.78, 0.05, 0.41, 0.42, 0.31, 0.56, 0.46]
                                                                                                     4     3 5     6                     7   1           8     2 3.737 1622 1622 0 1643 [0.5, 0.78, 0.3, 0.28, 0.31, 0.35, 0.46, 0.76]
                                                                         5                 3                                     2           7     1 6 4   8     3.606 1579 1579 0 1622 [0.51, 0.34, 0.22, 0.64, 0.16, 0.58, 0.44, 0.73]
                                           4                               3                                               6       2             1       5 7 8   3.565 1575 1575 0 1631 [0.49, 0.34, 0.17, 0.09, 0.71, 0.3, 0.73, 0.73]
             2                 3                                                                                                       8         6     1 7   4 5 3.342 1524 1524 0 1651 [0.56, 0.02, 0.05, 0.67, 0.67, 0.42, 0.65, 0.3]
               2                                                                                                                 6         5     4   1     3 7 8 3.164 1480 1480 0 1598 [0.44, 0.02, 0.6, 0.36, 0.28, 0.23, 0.61, 0.61]
                                                                                         4               2                                     8   5 7     1 6 3 2.639 1417 1417 0 1565 [0.52, 0.11, 0.52, 0.09, 0.29, 0.52, 0.35, 0.24]
                                                                                                           2 4                                   8 7   3 1   5 6 2.665 1406 1406 0 1548 [0.48, 0.11, 0.4, 0.11, 0.51, 0.51, 0.27, 0.27]
                             3                                                                                                               2     8 4 7 6 5   1 2.689 1400 1400 0 1559 [0.5, 0.22, 0.02, 0.33, 0.49, 0.48, 0.39, 0.27]
                                                                                                                               4           7   2     5 8 3 6 1   2.755 1400 1400 0 1523 [0.5, 0.22, 0.48, 0.15, 0.33, 0.49, 0.2, 0.39]



































































































































































