 1 2 3 4 5 6 7 8 9 0 1 2 3 4
                   8 5 6 1     2 3 4 7                                                                                                                           3.976 2065 2065 0 2067 [0.48, 0.53, 0.54, 0.54, 0.44, 0.46, 0.55, 0.44]
           8 7 4   6   3 2     1       5                                                                                                                         3.251 2048 2048 0 2117 [0.5, 0.46, 0.44, 0.37, 0.54, 0.41, 0.28, 0.25]
                 8       7 2 1   5 6 4 3                                                                                                                         3.913 2046 2046 0 2054 [0.5, 0.47, 0.53, 0.52, 0.51, 0.52, 0.46, 0.4]
                 7       6 3   5   1 2 4 8                                                                                                                       3.891 2039 2039 0 2049 [0.51, 0.51, 0.46, 0.52, 0.49, 0.45, 0.4, 0.55]
                       5   4   6 1   3 2 7 8                                                                                                                     3.997 2035 2035 0 2035 [0.49, 0.52, 0.51, 0.46, 0.42, 0.48, 0.55, 0.57]
                         5 7   4 2 3   1   6     8                                                                                                               4.049 2031 2031 0 2026 [0.51, 0.49, 0.49, 0.48, 0.44, 0.57, 0.45, 0.62]
                   7         5 3 4 2 1   6   8                                                                                                                   3.844 2022 2022 0 2036 [0.49, 0.48, 0.47, 0.48, 0.46, 0.53, 0.38, 0.56]
 5                               8 7   6   1 2   3                       4                                                                                       3.768 2001 2001 0 2036 [0.52, 0.53, 0.58, 0.68, 0.08, 0.47, 0.45, 0.45]
                 5                 8 6   1   3 2 7 4                                                                                                             3.848 1985 1985 0 1999 [0.48, 0.54, 0.51, 0.57, 0.32, 0.43, 0.56, 0.43]
     7                                 8 2 3   1 4       5 6                                                                                                     3.794 1977 1977 0 2008 [0.53, 0.47, 0.49, 0.55, 0.61, 0.61, 0.1, 0.44]
       8                                   2 1   6 5 4 3       7                                                                                                 3.767 1954 1954 0 1987 [0.47, 0.46, 0.57, 0.54, 0.53, 0.51, 0.59, 0.1]
                                     8   3 7 4 6   1 2 5                                                                                                         3.77 1944 1944 0 1964 [0.51, 0.53, 0.42, 0.45, 0.55, 0.49, 0.44, 0.38]
                                           4   5 1   3 2 6   8     7                                                                                             4.143 1936 1936 0 1924 [0.49, 0.54, 0.52, 0.43, 0.47, 0.56, 0.57, 0.56]
                                               4 2 3   1     6   7   8   5                                                                                       4.162 1923 1923 0 1909 [0.52, 0.47, 0.48, 0.46, 0.57, 0.54, 0.55, 0.56]
                                               3 5 2 1     7   8       4 6                                                                                       3.95 1907 1907 0 1911 [0.48, 0.46, 0.43, 0.54, 0.45, 0.55, 0.52, 0.53]
                                             5     6       1 2 4 3 8     7                                                                                       3.92 1897 1897 0 1904 [0.5, 0.51, 0.52, 0.51, 0.39, 0.44, 0.54, 0.52]
                                             6         7 1   3 2 8 4 5                                                                                           3.936 1896 1896 0 1902 [0.5, 0.51, 0.5, 0.52, 0.52, 0.39, 0.48, 0.51]
                                                   8 6   2 3   1 4 5   7                                                                                         3.934 1893 1893 0 1899 [0.51, 0.49, 0.5, 0.51, 0.51, 0.46, 0.52, 0.44]
                                               7       8 4 2 1   5 6   3                                                                                         3.88 1889 1889 0 1900 [0.49, 0.49, 0.52, 0.49, 0.5, 0.51, 0.41, 0.47]
                                                     7   3 8 4 5   1 2 6                                                                                         3.924 1886 1886 0 1893 [0.5, 0.51, 0.48, 0.49, 0.5, 0.51, 0.45, 0.49]
                                                   7     8 4 5 6 1   3 2                                                                                         3.893 1885 1885 0 1894 [0.5, 0.51, 0.51, 0.48, 0.49, 0.49, 0.43, 0.48]
                                                     8     5     2 3   1   4   7 6                                                                               4.056 1880 1880 0 1875 [0.5, 0.49, 0.49, 0.54, 0.48, 0.56, 0.55, 0.44]
                                                       4     7 3 6 2 1     5     8                                                                               3.995 1878 1878 0 1878 [0.5, 0.49, 0.48, 0.46, 0.54, 0.49, 0.48, 0.56]
                                         4           5 6 7                 1 2           3             8                                                         3.918 1871 1871 0 1879 [0.53, 0.53, 0.58, 0.32, 0.43, 0.45, 0.46, 0.62]
                                                                     4 5 1   3 2 7 6     8                                                                       4.01 1852 1852 0 1851 [0.47, 0.51, 0.51, 0.46, 0.46, 0.53, 0.52, 0.55]
                                                                         2 3   1 4 5 6 8       7                                                                 4.138 1848 1848 0 1836 [0.5, 0.47, 0.49, 0.52, 0.52, 0.53, 0.57, 0.53]
                                                                     7     2 1   3 4 5 6   8                                                                     4.089 1846 1846 0 1838 [0.5, 0.49, 0.52, 0.52, 0.53, 0.53, 0.45, 0.56]
                                                                     6 8   7 4 3   1 2   5                                                                       3.852 1835 1835 0 1848 [0.5, 0.51, 0.48, 0.48, 0.52, 0.44, 0.48, 0.44]
                                                                           6 5 4 1   3 2 7     8                                                                 4.02 1833 1833 0 1831 [0.5, 0.51, 0.51, 0.48, 0.48, 0.47, 0.52, 0.55]
                                                                             6 5 2 3   1 4       8     7                                                         4.057 1828 1828 0 1823 [0.5, 0.49, 0.49, 0.51, 0.47, 0.47, 0.56, 0.55]
                                                                             8 6   2 1     3 7     4     5                                                       4.125 1827 1827 0 1816 [0.5, 0.49, 0.53, 0.55, 0.57, 0.47, 0.54, 0.47]
                                                                         3 8     5 7 4     1 2         6                                                         3.913 1818 1818 0 1826 [0.52, 0.53, 0.42, 0.49, 0.48, 0.55, 0.48, 0.45]
                                                                               8       3 1     2 6 7 5 4                                                         3.972 1803 1803 0 1806 [0.48, 0.51, 0.47, 0.53, 0.52, 0.51, 0.51, 0.44]
                                                                                       7 2     1 4   8 3   5 6                                                   4.092 1800 1800 0 1792 [0.51, 0.47, 0.52, 0.51, 0.55, 0.55, 0.46, 0.52]
                                                                             7     8       2 1   3 5 4   6                                                       3.903 1796 1796 0 1804 [0.49, 0.49, 0.5, 0.51, 0.5, 0.53, 0.43, 0.45]
                                                                                     8     6 4 3   1 2 5 7                                                       3.977 1794 1794 0 1796 [0.5, 0.51, 0.5, 0.49, 0.52, 0.49, 0.52, 0.45]
                                                                                       4   7   5 1   3 2 8 6                                                     4.012 1793 1793 0 1792 [0.5, 0.51, 0.51, 0.45, 0.5, 0.54, 0.49, 0.52]
                                                                                           5 8 4 2 3   1     7   6                                               4.023 1787 1787 0 1785 [0.51, 0.49, 0.49, 0.49, 0.48, 0.56, 0.53, 0.48]
                                                                         8           7   6 4 3   5 2 1                                                           3.672 1783 1783 0 1812 [0.49, 0.49, 0.48, 0.47, 0.48, 0.45, 0.44, 0.38]
                                                                                       5       6 7 8       1 2 4 3                                               3.963 1778 1778 0 1781 [0.51, 0.52, 0.54, 0.52, 0.43, 0.47, 0.48, 0.48]
                                                                                             5     6     1   3 2 4 7 8                                           4.05 1768 1768 0 1764 [0.49, 0.51, 0.51, 0.53, 0.45, 0.46, 0.55, 0.55]
                                                                                             6       7   2 3   1 8   5   4                                       4.004 1763 1763 0 1763 [0.5, 0.48, 0.49, 0.55, 0.54, 0.45, 0.47, 0.52]
                                                                                                         4 2 1   5 3 7     6             8                       4.274 1761 1761 0 1737 [0.5, 0.49, 0.54, 0.48, 0.52, 0.56, 0.54, 0.65]
                                                                                                     6   3 4 8 5   2 1     7                                     3.914 1748 1748 0 1756 [0.52, 0.52, 0.46, 0.47, 0.48, 0.44, 0.54, 0.48]
                                                                                                           7   3 2   6 1 5 4   8                                 3.977 1733 1733 0 1735 [0.51, 0.48, 0.46, 0.52, 0.51, 0.5, 0.45, 0.55]
                                                                                                           8 5 7 1 6   4 3 2                                     3.879 1733 1733 0 1744 [0.48, 0.52, 0.51, 0.51, 0.46, 0.5, 0.46, 0.45]
                                                                                                                   1 4   2 3   6 5   7 8                         4.249 1728 1728 0 1706 [0.49, 0.5, 0.51, 0.49, 0.55, 0.55, 0.57, 0.58]
                                                                                                             4     5 3 2   1   7 6   8                           4.092 1726 1726 0 1718 [0.51, 0.5, 0.49, 0.45, 0.49, 0.55, 0.54, 0.57]
                                                                                                               6 7 4 2 3 1         5                     8       4.251 1721 1721 0 1692 [0.49, 0.48, 0.49, 0.48, 0.55, 0.44, 0.46, 0.85]
     8                                                                                                                         1 2 4     3       5 6 7           4.289 1709 1709 0 1721 [0.52, 0.53, 0.58, 0.53, 0.68, 0.68, 0.74, 0.02]
                                                                                                                   8   6 7   1   4 3 5 2                         3.905 1695 1695 0 1703 [0.48, 0.53, 0.51, 0.51, 0.52, 0.45, 0.46, 0.45]
                                                                                                                       5 6   2 4   1 3     8                 7   4.299 1691 1691 0 1658 [0.5, 0.47, 0.52, 0.49, 0.45, 0.45, 0.84, 0.57]
                                                                                                                           5 4 3 1   2   7   8           6       4.391 1688 1688 0 1648 [0.5, 0.51, 0.49, 0.47, 0.45, 0.83, 0.55, 0.59]
                                                                                                                       7 8     5 3 2   1   6 4                   3.965 1680 1680 0 1683 [0.51, 0.49, 0.48, 0.58, 0.48, 0.56, 0.43, 0.43]
                                                                                                                       8       2     1   5 4 6 3 7               4.211 1671 1671 0 1652 [0.49, 0.47, 0.57, 0.54, 0.53, 0.57, 0.63, 0.42]
                                                                                                               8             3     7   5   1 2 4             6   4.076 1650 1650 0 1640 [0.51, 0.54, 0.42, 0.54, 0.47, 0.81, 0.45, 0.35]
                                                                                                                                 8   6 4 1   3 2   5           7 4.262 1641 1641 0 1614 [0.49, 0.53, 0.52, 0.46, 0.59, 0.44, 0.8, 0.43]
                                                                                                                                   8 4 6 2 3   1           7 5   4.265 1624 1624 0 1595 [0.5, 0.46, 0.48, 0.42, 0.78, 0.43, 0.78, 0.41]
                                                                                                                                       3 4 2 1   6 7   8       5 4.464 1622 1622 0 1578 [0.5, 0.47, 0.43, 0.46, 0.78, 0.56, 0.57, 0.69]
                                                                                                                             5         7       6   1 2 3 4 8     4.301 1579 1579 0 1550 [0.51, 0.58, 0.64, 0.72, 0.32, 0.44, 0.37, 0.73]
                                                                                                                             6             5   7 1   3 2   4   8 4.314 1575 1575 0 1545 [0.49, 0.63, 0.57, 0.73, 0.41, 0.32, 0.43, 0.73]
                                                                                                                             7                   2 3   1 5 6 8 4 4.323 1524 1524 0 1496 [0.56, 0.42, 0.43, 0.67, 0.65, 0.66, 0.26, 0.67]
                                                                                                                                               8 3 2 1   7 5 4 6 3.892 1480 1480 0 1490 [0.44, 0.37, 0.36, 0.61, 0.6, 0.61, 0.59, 0.31]
                                                                                                                           8       6             4   5 7   1 2 3 2.93 1417 1417 0 1525 [0.52, 0.52, 0.52, 0.28, 0.35, 0.17, 0.41, 0.15]
                                                                                                                                             7   8 4 6 5 1   3 2 2.999 1406 1406 0 1500 [0.48, 0.51, 0.51, 0.27, 0.4, 0.34, 0.22, 0.27]
                                                                                                                                 7       6   5       8 4 2 3   1 2.748 1400 1400 0 1524 [0.5, 0.48, 0.49, 0.39, 0.22, 0.19, 0.16, 0.33]
                                                                                                                                           7   5   8 4 6 3 2 1   2.868 1400 1400 0 1508 [0.5, 0.49, 0.48, 0.33, 0.22, 0.39, 0.2, 0.27]
